Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2023-01-09 13:38:48,"Early Morning Workout",49m,"Bench Press (Dumbbell)",1,27.22,8.0,0,0.0,"","first time back in nyc :’)",
2023-01-09 13:38:48,"Early Morning Workout",49m,"Bench Press (Dumbbell)",2,27.22,6.0,0,0.0,,,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Bench Press (Dumbbell)",3,27.22,6.0,0,0.0,,,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Bench Press (Dumbbell)",4,27.22,6.0,0,0.0,,,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Triceps Extension (Dumbbell)",1,27.22,6.0,0,0.0,"Shoulder felt a bit weird make sure form is right",,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Triceps Extension (Dumbbell)",2,27.22,8.0,0,0.0,,,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Triceps Extension (Dumbbell)",3,27.22,8.0,0,0.0,,,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Incline Bench Press (Dumbbell)",1,15.88,10.0,0,0.0,"",,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Incline Bench Press (Dumbbell)",2,15.88,10.0,0,0.0,,,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Incline Bench Press (Dumbbell)",3,15.88,10.0,0,0.0,,,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Side Bend (Dumbbell)",1,60.0,8.0,0,0.0,"",,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Side Bend (Dumbbell)",2,60.0,8.0,0,0.0,,,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Side Bend (Dumbbell)",3,60.0,10.0,0,0.0,,,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Triceps Extension",1,22.68,10.0,0,0.0,"",,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Triceps Extension",2,26.08,8.0,0,0.0,,,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Triceps Extension",3,19.28,10.0,0,0.0,,,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Cable Crossover",1,10.0,10.0,0,0.0,"",,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Cable Crossover",2,15.0,5.0,0,0.0,,,
2023-01-09 13:38:48,"Early Morning Workout",49m,"Cable Crossover",3,10.0,6.0,0,0.0,,,
2023-01-11 14:26:48,"Morning Workout",37m,"Lat Pulldown (Cable)",1,140.0,6.0,0,0.0,"","Hands were kinda hurting from grip even w gloves",
2023-01-11 14:26:48,"Morning Workout",37m,"Lat Pulldown (Cable)",2,130.0,6.0,0,0.0,,,
2023-01-11 14:26:48,"Morning Workout",37m,"Lat Pulldown (Cable)",3,120.0,8.0,0,0.0,,,
2023-01-11 14:26:48,"Morning Workout",37m,"Seated Row (Cable)",1,54.43,8.0,0,0.0,"",,
2023-01-11 14:26:48,"Morning Workout",37m,"Seated Row (Cable)",2,54.43,10.0,0,0.0,,,
2023-01-11 14:26:48,"Morning Workout",37m,"Seated Row (Cable)",3,54.43,10.0,0,0.0,,,
2023-01-11 14:26:48,"Morning Workout",37m,"Side Bend (Dumbbell)",1,60.0,8.0,0,0.0,"",,
2023-01-11 14:26:48,"Morning Workout",37m,"Side Bend (Dumbbell)",2,60.0,10.0,0,0.0,,,
2023-01-11 14:26:48,"Morning Workout",37m,"Side Bend (Dumbbell)",3,60.0,10.0,0,0.0,,,
2023-01-11 14:26:48,"Morning Workout",37m,"Bicep Curl (Cable)",1,50.0,10.0,0,0.0,"",,
2023-01-11 14:26:48,"Morning Workout",37m,"Bicep Curl (Cable)",2,57.5,5.0,0,0.0,,,
2023-01-11 14:26:48,"Morning Workout",37m,"Bicep Curl (Cable)",3,55.0,7.0,0,0.0,,,
2023-01-11 14:26:48,"Morning Workout",37m,"Front Raise (Plate)",1,25.0,8.0,0,0.0,"",,
2023-01-11 14:26:48,"Morning Workout",37m,"Front Raise (Plate)",2,25.0,8.0,0,0.0,,,
2023-01-11 14:26:48,"Morning Workout",37m,"Front Raise (Plate)",3,25.0,6.0,0,0.0,,,
2023-01-14 17:28:40,"Morning Workout",48m,"Triceps Extension (Dumbbell)",1,27.22,8.0,0,0.0,"","Need to do better w dumbbells bench",
2023-01-14 17:28:40,"Morning Workout",48m,"Triceps Extension (Dumbbell)",2,27.22,8.0,0,0.0,,,
2023-01-14 17:28:40,"Morning Workout",48m,"Triceps Extension (Dumbbell)",3,27.22,8.0,0,0.0,,,
2023-01-14 17:28:40,"Morning Workout",48m,"Bench Press (Dumbbell)",1,27.22,6.0,0,0.0,"",,
2023-01-14 17:28:40,"Morning Workout",48m,"Bench Press (Dumbbell)",2,27.22,5.0,0,0.0,,,
2023-01-14 17:28:40,"Morning Workout",48m,"Bench Press (Dumbbell)",3,27.22,3.0,0,0.0,,,
2023-01-14 17:28:40,"Morning Workout",48m,"Bench Press (Dumbbell)",4,27.22,5.0,0,0.0,,,
2023-01-14 17:28:40,"Morning Workout",48m,"Incline Bench Press (Dumbbell)",1,15.88,10.0,0,0.0,"Shoulder hurt take it easy on the way down",,
2023-01-14 17:28:40,"Morning Workout",48m,"Incline Bench Press (Dumbbell)",2,15.88,6.0,0,0.0,,,
2023-01-14 17:28:40,"Morning Workout",48m,"Incline Bench Press (Dumbbell)",3,15.88,10.0,0,0.0,,,
2023-01-14 17:28:40,"Morning Workout",48m,"Skullcrusher (Barbell)",1,50.0,10.0,0,0.0,"",,
2023-01-14 17:28:40,"Morning Workout",48m,"Skullcrusher (Barbell)",2,50.0,10.0,0,0.0,,,
2023-01-14 17:28:40,"Morning Workout",48m,"Skullcrusher (Barbell)",3,50.0,10.0,0,0.0,,,
2023-01-14 17:28:40,"Morning Workout",48m,"Side Bend (Dumbbell)",1,55.0,10.0,0,0.0,"Make sure to go lower next time",,
2023-01-14 17:28:40,"Morning Workout",48m,"Side Bend (Dumbbell)",2,55.0,10.0,0,0.0,,,
2023-01-14 17:28:40,"Morning Workout",48m,"Side Bend (Dumbbell)",3,60.0,10.0,0,0.0,,,
2023-01-17 14:01:28,"Morning Workout",45m,"Bench Press (Dumbbell)",1,27.22,6.0,0,0.0,"","",
2023-01-17 14:01:28,"Morning Workout",45m,"Bench Press (Dumbbell)",2,27.22,6.0,0,0.0,,,
2023-01-17 14:01:28,"Morning Workout",45m,"Bench Press (Dumbbell)",3,27.22,5.0,0,0.0,,,
2023-01-17 14:01:28,"Morning Workout",45m,"Bench Press (Dumbbell)",4,27.22,6.0,0,0.0,,,
2023-01-17 14:01:28,"Morning Workout",45m,"Triceps Extension (Dumbbell)",1,29.48,8.0,0,0.0,"",,
2023-01-17 14:01:28,"Morning Workout",45m,"Triceps Extension (Dumbbell)",2,29.48,8.0,0,0.0,,,
2023-01-17 14:01:28,"Morning Workout",45m,"Triceps Extension (Dumbbell)",3,29.48,8.0,0,0.0,,,
2023-01-17 14:01:28,"Morning Workout",45m,"Incline Bench Press (Dumbbell)",1,15.88,10.0,0,0.0,"You can go up lol",,
2023-01-17 14:01:28,"Morning Workout",45m,"Incline Bench Press (Dumbbell)",2,15.88,10.0,0,0.0,,,
2023-01-17 14:01:28,"Morning Workout",45m,"Incline Bench Press (Dumbbell)",3,15.88,10.0,0,0.0,,,
2023-01-17 14:01:28,"Morning Workout",45m,"Tricep kickback (dumbbell)",1,9.07,10.0,0,0.0,"You can go up lol",,
2023-01-17 14:01:28,"Morning Workout",45m,"Tricep kickback (dumbbell)",2,9.07,10.0,0,0.0,,,
2023-01-17 14:01:28,"Morning Workout",45m,"Tricep kickback (dumbbell)",3,9.07,10.0,0,0.0,,,
2023-01-17 14:01:28,"Morning Workout",45m,"Triceps Extension",1,22.68,10.0,0,0.0,"",,
2023-01-17 14:01:28,"Morning Workout",45m,"Triceps Extension",2,19.28,6.0,0,0.0,,,
2023-01-17 14:01:28,"Morning Workout",45m,"Triceps Extension",3,19.28,6.0,0,0.0,,,
2023-01-18 17:46:38,"Morning Workout",36m,"Squat (Barbell)",W,20.41,8.0,0,0.0,"","",
2023-01-18 17:46:38,"Morning Workout",36m,"Squat (Barbell)",1,61.23,6.0,0,0.0,,,
2023-01-18 17:46:38,"Morning Workout",36m,"Squat (Barbell)",2,83.91,3.0,0,0.0,,,
2023-01-18 17:46:38,"Morning Workout",36m,"Squat (Barbell)",3,83.91,3.0,0,0.0,,,
2023-01-18 17:46:38,"Morning Workout",36m,"Squat (Barbell)",4,92.99,3.0,0,0.0,,,
2023-01-18 17:46:38,"Morning Workout",36m,"Leg Press",1,169.19,6.0,0,0.0,"",,
2023-01-18 17:46:38,"Morning Workout",36m,"Leg Press",2,169.19,6.0,0,0.0,,,
2023-01-18 17:46:38,"Morning Workout",36m,"Leg Press",3,169.19,8.0,0,0.0,,,
2023-01-18 17:46:38,"Morning Workout",36m,"Deadlift (Barbell)",1,61.23,6.0,0,0.0,"",,
2023-01-18 17:46:38,"Morning Workout",36m,"Deadlift (Barbell)",2,61.23,6.0,0,0.0,,,
2023-01-18 17:46:38,"Morning Workout",36m,"Deadlift (Barbell)",3,83.91,2.0,0,0.0,,,
2023-01-18 17:46:38,"Morning Workout",36m,"Deadlift (Barbell)",4,83.91,5.0,0,0.0,,,
2023-01-20 14:42:03,"Morning Workout",33m,"Lat Pulldown - Wide Grip (Cable)",1,140.0,6.0,0,0.0,"","",
2023-01-20 14:42:03,"Morning Workout",33m,"Lat Pulldown - Wide Grip (Cable)",2,120.0,10.0,0,0.0,,,
2023-01-20 14:42:03,"Morning Workout",33m,"Lat Pulldown - Wide Grip (Cable)",3,125.0,8.0,0,0.0,,,
2023-01-20 14:42:03,"Morning Workout",33m,"Side Bend (Dumbbell)",1,50.0,10.0,0,0.0,"",,
2023-01-20 14:42:03,"Morning Workout",33m,"Side Bend (Dumbbell)",2,50.0,10.0,0,0.0,,,
2023-01-20 14:42:03,"Morning Workout",33m,"Side Bend (Dumbbell)",3,50.0,10.0,0,0.0,,,
2023-01-20 14:42:03,"Morning Workout",33m,"Seated Row (Cable)",1,54.43,10.0,0,0.0,"",,
2023-01-20 14:42:03,"Morning Workout",33m,"Seated Row (Cable)",2,54.43,8.0,0,0.0,,,
2023-01-20 14:42:03,"Morning Workout",33m,"Seated Row (Cable)",3,54.43,8.0,0,0.0,,,
2023-01-20 14:42:03,"Morning Workout",33m,"Bicep Curl (Barbell)",1,40.0,10.0,0,0.0,"",,
2023-01-20 14:42:03,"Morning Workout",33m,"Bicep Curl (Barbell)",2,40.0,10.0,0,0.0,,,
2023-01-20 14:42:03,"Morning Workout",33m,"Bicep Curl (Barbell)",3,40.0,10.0,0,0.0,,,
2023-01-20 14:42:03,"Morning Workout",33m,"Bench Dip",1,0.0,10.0,0,0.0,"",,
2023-01-20 14:42:03,"Morning Workout",33m,"Bench Dip",2,0.0,10.0,0,0.0,,,
2023-01-20 14:42:03,"Morning Workout",33m,"Bench Dip",3,0.0,10.0,0,0.0,,,
2023-01-23 14:33:19,"Morning Workout",34m,"Triceps Extension (Dumbbell)",1,31.75,6.0,0,0.0,"","",
2023-01-23 14:33:19,"Morning Workout",34m,"Triceps Extension (Dumbbell)",2,31.75,6.0,0,0.0,,,
2023-01-23 14:33:19,"Morning Workout",34m,"Triceps Extension (Dumbbell)",3,31.75,6.0,0,0.0,,,
2023-01-23 14:33:19,"Morning Workout",34m,"Bench Press (Dumbbell)",1,31.75,4.0,0,0.0,"",,
2023-01-23 14:33:19,"Morning Workout",34m,"Bench Press (Dumbbell)",2,31.75,3.0,0,0.0,,,
2023-01-23 14:33:19,"Morning Workout",34m,"Bench Press (Dumbbell)",3,31.75,4.0,0,0.0,,,
2023-01-23 14:33:19,"Morning Workout",34m,"Bench Press (Dumbbell)",4,31.75,2.0,0,0.0,,,
2023-01-23 14:33:19,"Morning Workout",34m,"Incline Bench Press (Dumbbell)",1,18.14,10.0,0,0.0,"",,
2023-01-23 14:33:19,"Morning Workout",34m,"Incline Bench Press (Dumbbell)",2,18.14,10.0,0,0.0,,,
2023-01-23 14:33:19,"Morning Workout",34m,"Incline Bench Press (Dumbbell)",3,18.14,8.0,0,0.0,,,
2023-01-23 14:33:19,"Morning Workout",34m,"Tricep kickback (dumbbell)",1,10.21,10.0,0,0.0,"",,
2023-01-23 14:33:19,"Morning Workout",34m,"Tricep kickback (dumbbell)",2,10.21,10.0,0,0.0,,,
2023-01-23 14:33:19,"Morning Workout",34m,"Tricep kickback (dumbbell)",3,10.21,10.0,0,0.0,,,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Bench Press (Dumbbell)",1,29.48,5.0,0,0.0,"","",
2023-01-30 13:58:04,"Early Morning Workout",48m,"Bench Press (Dumbbell)",2,29.48,3.0,0,0.0,,,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Bench Press (Dumbbell)",3,27.22,6.0,0,0.0,,,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Bench Press (Dumbbell)",4,27.22,6.0,0,0.0,,,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Incline Bench Press (Dumbbell)",1,20.41,7.0,0,0.0,"",,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Incline Bench Press (Dumbbell)",2,20.41,8.0,0,0.0,,,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Incline Bench Press (Dumbbell)",3,20.41,9.0,0,0.0,,,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Triceps Extension (Dumbbell)",1,29.48,10.0,0,0.0,"",,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Triceps Extension (Dumbbell)",2,29.48,10.0,0,0.0,,,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Triceps Extension (Dumbbell)",3,29.48,10.0,0,0.0,,,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Tricep kickback (dumbbell)",1,11.34,10.0,0,0.0,"",,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Tricep kickback (dumbbell)",2,11.34,10.0,0,0.0,,,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Tricep kickback (dumbbell)",3,11.34,10.0,0,0.0,,,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Triceps Extension",1,19.28,8.0,0,0.0,"",,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Triceps Extension",2,15.88,8.0,0,0.0,,,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Triceps Extension",3,19.28,6.0,0,0.0,,,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Bicep Curl (Cable)",1,42.5,8.0,0,0.0,"",,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Bicep Curl (Cable)",2,50.0,6.0,0,0.0,,,
2023-01-30 13:58:04,"Early Morning Workout",48m,"Bicep Curl (Cable)",3,42.5,8.0,0,0.0,,,
2023-01-31 14:26:36,"Morning Workout",34m,"Seated Row (Cable)",1,54.43,10.0,0,0.0,"","",
2023-01-31 14:26:36,"Morning Workout",34m,"Seated Row (Cable)",2,56.7,10.0,0,0.0,,,
2023-01-31 14:26:36,"Morning Workout",34m,"Seated Row (Cable)",3,63.5,8.0,0,0.0,,,
2023-01-31 14:26:36,"Morning Workout",34m,"Bench Dip",1,0.0,10.0,0,0.0,"",,
2023-01-31 14:26:36,"Morning Workout",34m,"Bench Dip",2,0.0,10.0,0,0.0,,,
2023-01-31 14:26:36,"Morning Workout",34m,"Bench Dip",3,0.0,10.0,0,0.0,,,
2023-01-31 14:26:36,"Morning Workout",34m,"Side Bend (Dumbbell)",1,60.0,10.0,0,0.0,"",,
2023-01-31 14:26:36,"Morning Workout",34m,"Side Bend (Dumbbell)",2,60.0,10.0,0,0.0,,,
2023-01-31 14:26:36,"Morning Workout",34m,"Side Bend (Dumbbell)",3,60.0,10.0,0,0.0,,,
2023-01-31 14:26:36,"Morning Workout",34m,"Cable side pull",1,4.54,10.0,0,0.0,"",,
2023-01-31 14:26:36,"Morning Workout",34m,"Cable side pull",2,4.54,15.0,0,0.0,,,
2023-01-31 14:26:36,"Morning Workout",34m,"Cable side pull",3,4.54,15.0,0,0.0,,,
2023-01-31 14:26:36,"Morning Workout",34m,"Lat Pulldown (Cable)",1,130.0,8.0,0,0.0,"",,
2023-01-31 14:26:36,"Morning Workout",34m,"Lat Pulldown (Cable)",2,130.0,8.0,0,0.0,,,
2023-01-31 14:26:36,"Morning Workout",34m,"Lat Pulldown (Cable)",3,130.0,6.0,0,0.0,,,
2023-02-03 14:21:24,"Morning Workout",1h 15m,"Squat (Barbell)",W,20.41,8.0,0,0.0,"","",
2023-02-03 14:21:24,"Morning Workout",1h 15m,"Squat (Barbell)",1,61.23,8.0,0,0.0,,,
2023-02-03 14:21:24,"Morning Workout",1h 15m,"Squat (Barbell)",2,83.91,3.0,0,0.0,,,
2023-02-03 14:21:24,"Morning Workout",1h 15m,"Squat (Barbell)",3,92.99,3.0,0,0.0,,,
2023-02-03 14:21:24,"Morning Workout",1h 15m,"Squat (Barbell)",4,92.99,3.0,0,0.0,,,
2023-02-03 14:21:24,"Morning Workout",1h 15m,"Leg Press",1,169.19,8.0,0,0.0,"",,
2023-02-03 14:21:24,"Morning Workout",1h 15m,"Leg Press",2,169.19,8.0,0,0.0,,,
2023-02-03 14:21:24,"Morning Workout",1h 15m,"Leg Press",3,169.19,8.0,0,0.0,,,
2023-02-03 14:21:24,"Morning Workout",1h 15m,"Deadlift (Barbell)",1,61.23,6.0,0,0.0,"",,
2023-02-03 14:21:24,"Morning Workout",1h 15m,"Deadlift (Barbell)",2,83.91,4.0,0,0.0,,,
2023-02-03 14:21:24,"Morning Workout",1h 15m,"Deadlift (Barbell)",3,83.91,6.0,0,0.0,,,
2023-02-03 14:21:24,"Morning Workout",1h 15m,"Deadlift (Barbell)",4,92.99,1.0,0,0.0,,,
2023-02-03 14:21:24,"Morning Workout",1h 15m,"Deadlift (Barbell)",5,92.99,3.0,0,0.0,,,
2023-02-06 14:29:37,"Morning Workout",45m,"Bench Press (Dumbbell)",1,31.75,4.0,0,0.0,"","",
2023-02-06 14:29:37,"Morning Workout",45m,"Bench Press (Dumbbell)",2,31.75,3.0,0,0.0,,,
2023-02-06 14:29:37,"Morning Workout",45m,"Bench Press (Dumbbell)",3,31.75,3.0,0,0.0,,,
2023-02-06 14:29:37,"Morning Workout",45m,"Triceps Extension (Dumbbell)",1,31.75,8.0,0,0.0,"",,
2023-02-06 14:29:37,"Morning Workout",45m,"Triceps Extension (Dumbbell)",2,31.75,8.0,0,0.0,,,
2023-02-06 14:29:37,"Morning Workout",45m,"Triceps Extension (Dumbbell)",3,31.75,6.0,0,0.0,,,
2023-02-06 14:29:37,"Morning Workout",45m,"Incline Bench Press (Dumbbell)",1,15.88,10.0,0,0.0,"",,
2023-02-06 14:29:37,"Morning Workout",45m,"Incline Bench Press (Dumbbell)",2,20.41,8.0,0,0.0,,,
2023-02-06 14:29:37,"Morning Workout",45m,"Incline Bench Press (Dumbbell)",3,20.41,8.0,0,0.0,,,
2023-02-06 14:29:37,"Morning Workout",45m,"Tricep kickback (dumbbell)",1,13.61,10.0,0,0.0,"",,
2023-02-06 14:29:37,"Morning Workout",45m,"Tricep kickback (dumbbell)",2,13.61,10.0,0,0.0,,,
2023-02-06 14:29:37,"Morning Workout",45m,"Tricep kickback (dumbbell)",3,13.61,10.0,0,0.0,,,
2023-02-06 14:29:37,"Morning Workout",45m,"Side Bend (Dumbbell)",1,65.0,10.0,0,0.0,"",,
2023-02-06 14:29:37,"Morning Workout",45m,"Side Bend (Dumbbell)",2,65.0,8.0,0,0.0,,,
2023-02-06 14:29:37,"Morning Workout",45m,"Side Bend (Dumbbell)",3,65.0,8.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Bench Press (Barbell)",1,61.23,8.0,0,0.0,"","",
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Bench Press (Barbell)",2,61.23,8.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Bench Press (Barbell)",3,70.31,3.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Bench Press (Barbell)",4,70.31,4.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Triceps Extension",1,18.14,10.0,0,0.0,"",,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Triceps Extension",2,22.68,7.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Triceps Extension",3,22.68,4.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Triceps Extension",D,20.41,4.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Incline Bench Press (Dumbbell)",1,22.68,8.0,0,0.0,"",,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Incline Bench Press (Dumbbell)",2,22.68,8.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Incline Bench Press (Dumbbell)",3,22.68,7.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Triceps Extension (Dumbbell)",1,31.75,8.0,0,0.0,"",,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Triceps Extension (Dumbbell)",2,31.75,5.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Triceps Extension (Dumbbell)",3,31.75,4.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Skullcrusher (Barbell)",1,55.0,7.0,0,0.0,"",,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Skullcrusher (Barbell)",2,55.0,6.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Skullcrusher (Barbell)",3,55.0,5.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Tricep kickback (dumbbell)",1,11.34,10.0,0,0.0,"",,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Tricep kickback (dumbbell)",2,11.34,10.0,0,0.0,,,
2023-02-12 16:35:34,"Morning Workout",1h 5m,"Tricep kickback (dumbbell)",3,11.34,10.0,0,0.0,,,
2023-02-27 14:43:08,"Morning Workout",24m,"Bench Press (Dumbbell)",1,29.48,4.0,0,0.0,"","",
2023-02-27 14:43:08,"Morning Workout",24m,"Bench Press (Dumbbell)",2,29.48,2.0,0,0.0,,,
2023-02-27 14:43:08,"Morning Workout",24m,"Bench Press (Dumbbell)",3,27.22,5.0,0,0.0,,,
2023-02-27 14:43:08,"Morning Workout",24m,"Triceps Extension (Dumbbell)",1,29.48,10.0,0,0.0,"",,
2023-02-27 14:43:08,"Morning Workout",24m,"Triceps Extension (Dumbbell)",2,29.48,8.0,0,0.0,,,
2023-02-27 14:43:08,"Morning Workout",24m,"Triceps Extension (Dumbbell)",3,27.22,8.0,0,0.0,,,
2023-02-27 14:43:08,"Morning Workout",24m,"Incline Bench Press (Dumbbell)",1,15.88,8.0,0,0.0,"",,
2023-02-27 14:43:08,"Morning Workout",24m,"Incline Bench Press (Dumbbell)",2,15.88,8.0,0,0.0,,,
2023-02-28 14:31:20,"Morning Workout",35m,"Side Bend (Dumbbell)",1,60.0,10.0,0,0.0,"","",
2023-02-28 14:31:20,"Morning Workout",35m,"Side Bend (Dumbbell)",2,60.0,10.0,0,0.0,,,
2023-02-28 14:31:20,"Morning Workout",35m,"Side Bend (Dumbbell)",3,60.0,10.0,0,0.0,,,
2023-02-28 14:31:20,"Morning Workout",35m,"Bicep Curl (Dumbbell)",1,30.0,8.0,0,0.0,"",,
2023-02-28 14:31:20,"Morning Workout",35m,"Bicep Curl (Dumbbell)",2,30.0,6.0,0,0.0,,,
2023-02-28 14:31:20,"Morning Workout",35m,"Bicep Curl (Dumbbell)",3,30.0,6.0,0,0.0,,,
2023-02-28 14:31:20,"Morning Workout",35m,"Tricep kickback (dumbbell)",1,11.34,10.0,0,0.0,"",,
2023-02-28 14:31:20,"Morning Workout",35m,"Tricep kickback (dumbbell)",2,11.34,10.0,0,0.0,,,
2023-02-28 14:31:20,"Morning Workout",35m,"Tricep kickback (dumbbell)",3,11.34,10.0,0,0.0,,,
2023-02-28 14:31:20,"Morning Workout",35m,"Bicep Curl (Cable)",1,42.5,10.0,0,0.0,"",,
2023-02-28 14:31:20,"Morning Workout",35m,"Bicep Curl (Cable)",2,42.5,8.0,0,0.0,,,
2023-02-28 14:31:20,"Morning Workout",35m,"Bicep Curl (Cable)",3,42.5,8.0,0,0.0,,,
2023-02-28 14:31:20,"Morning Workout",35m,"Triceps Pushdown (Cable - Straight Bar)",1,19.28,10.0,0,0.0,"",,
2023-02-28 14:31:20,"Morning Workout",35m,"Triceps Pushdown (Cable - Straight Bar)",2,19.28,10.0,0,0.0,,,
2023-02-28 14:31:20,"Morning Workout",35m,"Triceps Pushdown (Cable - Straight Bar)",3,19.28,10.0,0,0.0,,,
2023-03-01 14:49:10,"Morning Workout",30m,"Lat Pulldown (Cable)",1,120.0,8.0,0,0.0,"","",
2023-03-01 14:49:10,"Morning Workout",30m,"Lat Pulldown (Cable)",2,120.0,8.0,0,0.0,,,
2023-03-01 14:49:10,"Morning Workout",30m,"Lat Pulldown (Cable)",3,120.0,8.0,0,0.0,,,
2023-03-01 14:49:10,"Morning Workout",30m,"Side Bend (Dumbbell)",1,60.0,10.0,0,0.0,"",,
2023-03-01 14:49:10,"Morning Workout",30m,"Side Bend (Dumbbell)",2,60.0,10.0,0,0.0,,,
2023-03-01 14:49:10,"Morning Workout",30m,"Side Bend (Dumbbell)",3,60.0,10.0,0,0.0,,,
2023-03-01 14:49:10,"Morning Workout",30m,"Seated Row (Cable)",1,54.43,10.0,0,0.0,"",,
2023-03-01 14:49:10,"Morning Workout",30m,"Seated Row (Cable)",2,54.43,10.0,0,0.0,,,
2023-03-01 14:49:10,"Morning Workout",30m,"Seated Row (Cable)",3,63.5,8.0,0,0.0,,,
2023-03-01 14:49:10,"Morning Workout",30m,"Triceps Dip",1,0,10.0,0,0.0,"",,
2023-03-01 14:49:10,"Morning Workout",30m,"Triceps Dip",2,0,10.0,0,0.0,,,
2023-03-01 14:49:10,"Morning Workout",30m,"Triceps Dip",3,0,10.0,0,0.0,,,
2023-03-07 16:50:54,"Early Morning Workout",21m,"Chest Fly (Band)",1,17.5,10.0,0,0.0,"","",
2023-03-07 16:50:54,"Early Morning Workout",21m,"Chest Fly (Band)",2,22.5,8.0,0,0.0,,,
2023-03-07 16:50:54,"Early Morning Workout",21m,"Chest Fly (Band)",3,22.5,10.0,0,0.0,,,
2023-03-07 16:50:54,"Early Morning Workout",21m,"Triceps Extension (Dumbbell)",1,22.68,10.0,0,0.0,"",,
2023-03-07 16:50:54,"Early Morning Workout",21m,"Triceps Extension (Dumbbell)",2,22.68,8.0,0,0.0,,,
2023-03-07 16:50:54,"Early Morning Workout",21m,"Triceps Extension (Dumbbell)",3,22.68,8.0,0,0.0,,,
2023-03-07 16:50:54,"Early Morning Workout",21m,"Bench Press (Dumbbell)",1,22.68,6.0,0,0.0,"",,
2023-03-07 16:50:54,"Early Morning Workout",21m,"Bench Press (Dumbbell)",2,22.68,10.0,0,0.0,,,
2023-03-07 16:50:54,"Early Morning Workout",21m,"Bench Press (Dumbbell)",3,22.68,5.0,0,0.0,,,
2023-03-14 21:22:00,"Afternoon Workout",1h,"Triceps Extension (Dumbbell)",1,18.14,10.0,0,0.0,"","",
2023-03-14 21:22:00,"Afternoon Workout",1h,"Triceps Extension (Dumbbell)",2,27.22,10.0,0,0.0,,,
2023-03-14 21:22:00,"Afternoon Workout",1h,"Triceps Extension (Dumbbell)",3,27.22,10.0,0,0.0,,,
2023-03-14 21:22:00,"Afternoon Workout",1h,"Triceps Pushdown (Cable - Straight Bar)",1,18.14,10.0,0,0.0,"",,
